# wavelengths_cm Transit_radius_cm depth_ppm
5.138021382628384727e-05 5.880186559322870970e+08 3.231742339428659250e+01
5.189712699820427192e-05 5.879994903251239061e+08 3.198860447115015404e+01
5.241924060055124928e-05 5.879803049871292114e+08 3.165945776579853543e+01
5.294660695251117037e-05 5.879610698250023127e+08 3.132946705121788966e+01
5.347927889963035382e-05 5.879418172888319492e+08 3.099918908463738632e+01
5.401730981911015373e-05 5.879225263654594421e+08 3.066826343154723844e+01
5.456075362515593210e-05 5.879031985031366348e+08 3.033671499954290240e+01
5.510966477437971274e-05 5.878838376868797541e+08 3.000461220635742166e+01
5.566409827125674728e-05 5.878644438539099693e+08 2.967195403102552120e+01
5.622410967363753793e-05 5.878450044266518354e+08 2.933852479988328099e+01
